input,product_title,product_description,is_new
"Em đang cần tìm mua một con chuột gaming cũ tầm 500k yêu cầu mắt đọc phải nhạy để chơi Valorant không bị vẩy chuột trượt nha shop",Logitech G102 Gen 2 Lightsync,"Dòng chuột gaming quốc dân với độ nhạy lên đến 8000 DPI và hệ thống đèn LED RGB 16.8 triệu màu cực đẹp. Mắt đọc chuẩn xác giúp mọi cú vẩy chuột trong game trở nên mượt mà và tin cậy. Tình trạng chuột còn rất mới các nút bấm (switch) còn nảy không bị double click tặng kèm lót chuột gaming.",False
"Mình muốn mua bộ máy khoan cầm tay dùng pin để thỉnh thoảng sửa chữa lặt vặt trong nhà yêu cầu có đầy đủ phụ kiện mũi khoan và đầu vít nha",Bộ máy khoan pin Makita 24V,"Combo máy khoan đa năng mạnh mẽ giúp bạn dễ dàng khoan gỗ sắt và tường một cách nhanh chóng mà không cần kéo dây điện rườm rà. Bộ sản phẩm bao gồm 2 pin sạc dung lượng lớn 24 mũi khoan vít các loại và hộp đựng chuyên dụng. Thiết kế nhỏ gọn cầm chắc tay rất phù hợp cho các công việc gia đình.",True
"Tìm mua chiếc váy xòe vintage màu trà sữa cho bạn gái cao 1m6 nặng 50kg yêu cầu chất vải lụa mềm mịn nhìn tiểu thư một chút nha",Váy lụa xòe phong cách Pháp,"Mẫu váy thiết kế tinh tế mang đậm hơi hướng cổ điển với gam màu trà sữa thanh lịch tôn da. Chất liệu lụa cao cấp mềm mại có độ rủ tự nhiên tạo nên vẻ đẹp dịu dàng và quyến rũ cho người mặc. Điểm nhấn là phần eo thon gọn và chân váy xòe nhẹ nhàng rất phù hợp cho các buổi hẹn hò hoặc tiệc trà.",True
"Nhà mình mới sửa xong nên muốn mua bộ đèn chùm trang trí phòng khách kiểu hiện đại pha chút cổ điển yêu cầu ánh sáng vàng ấm áp",Đèn chùm pha lê hiện đại,"Sản phẩm đèn trang trí cao cấp với các hạt pha lê lấp lánh kết hợp khung hợp kim mạ vàng sang trọng. Hệ thống đèn LED cung cấp ánh sáng vàng dịu nhẹ mang lại không gian ấm cúng và đẳng cấp cho ngôi nhà của bạn. Thiết kế tinh xảo từng chi tiết chắc chắn sẽ làm nổi bật phòng khách của gia đình.",True
"Cần mua chiếc xe đạp mini Nhật cũ cho mẹ đi chợ hàng bãi xịn yêu cầu khung sườn còn chắc chắn giỏ inox và có khóa cổ đầy đủ nha",Xe đạp mini Nhật Maruishi cũ,"Dòng xe đạp huyền thoại của Nhật Bản nổi tiếng với độ bền vượt thời gian và vận hành cực kỳ nhẹ nhàng. Khung xe bằng hợp kim bền bỉ sơn zin còn khá đẹp hệ thống phanh an toàn và giỏ xe inox rộng rãi tiện lợi cho việc chở đồ. Xe đã được bảo dưỡng kỹ thay lốp mới mua về chỉ việc đạp đi thôi.",False
"Mình muốn tìm mua mẫu túi xách công sở nam đựng được laptop 14 inch chất liệu da tổng hợp cao cấp chống thấm nước màu nâu cafe nha",Túi xách laptop nam phong cách Hàn Quốc,"Sản phẩm túi xách thời trang dành cho phái mạnh với thiết kế thanh lịch và hiện đại phù hợp cho cả đi làm và đi gặp đối tác. Ngăn chống sốc dày dặn bảo vệ laptop an toàn khỏi va đập bề mặt da chống thấm nước tốt giúp bạn yên tâm khi đi dưới trời mưa nhẹ. Dây đeo chắc chắn có đệm vai êm ái.",True
"Em đang tìm mua bộ màu chì khô chuyên nghiệp 72 màu để vẽ chân dung yêu cầu màu mềm dễ chồng lớp và độ bền màu cao nha shop",Màu chì khô Deli 72 màu chuyên nghiệp,"Bộ sáp màu cao cấp với bảng màu đa dạng sắc độ giúp bạn dễ dàng thực hiện các bức vẽ chân dung và phong cảnh sống động. Lõi chì mềm mịn dễ dàng loang màu và chồng nhiều lớp mà không bị bết bát. Hộp thiếc sang trọng bảo vệ bút chì không bị gãy vỡ và rất thuận tiện để mang đi học vẽ.",True
"Tìm mua bộ bàn ghế cà phê ngoài trời bằng sắt sơn tĩnh điện kiểu dáng tối giản để đặt ở ban công chung cư yêu cầu không rỉ sét nha",Bộ bàn ghế ban công sắt mỹ thuật,"Sản phẩm trang trí không gian ngoài trời lý tưởng với thiết kế gọn gàng và tinh tế. Chất liệu sắt đặc được xử lý sơn tĩnh điện chống rỉ sét tuyệt đối trước mọi điều kiện thời tiết. Bộ gồm 1 bàn tròn và 2 ghế xếp linh hoạt giúp bạn có góc thư giãn tuyệt vời để nhâm nhi cà phê mỗi sáng.",True
"Mình muốn mua chiếc máy xay sinh tố đa năng loại nào xay được cả đá và các loại hạt cứng yêu cầu công suất lớn và lưỡi dao inox sắc bén",Máy xay sinh tố Philips 2L công suất lớn,"Thiết bị nhà bếp mạnh mẽ với công nghệ xay ProBlend giúp nghiền nát mọi thực phẩm từ trái cây mềm đến đá viên cứng trong vài giây. Cối xay làm từ nhựa cao cấp chịu lực tốt và an toàn cho sức khỏe. Có nhiều tốc độ xay linh hoạt và chế độ nhồi giúp bạn dễ dàng chế biến các món đồ uống thơm ngon.",True
"Cần mua đặc sản hạt dẻ rừng Cao Bằng loại hạt to thơm bùi đã được khía sẵn vỏ để về chỉ việc rang hoặc luộc cho nhanh nha",Hạt dẻ rừng Cao Bằng loại đặc biệt,"Sản phẩm nông sản sạch từ vùng núi phía Bắc với những hạt dẻ chắc mẩy vị ngọt bùi tự nhiên khó cưỡng. Hạt dẻ đã được tuyển chọn kỹ lưỡng loại bỏ hạt hỏng và khía sẵn vỏ giúp bạn tiết kiệm thời gian chế biến. Thích hợp làm món ăn vặt bổ dưỡng cho cả gia đình trong những ngày đông se lạnh.",True
"Tìm mua mẫu áo khoác cardigan len mỏng nhẹ cho mùa thu màu pastel nhìn cho nhẹ nhàng yêu cầu len không xù và form rộng dễ mặc nha",Áo khoác Cardigan len tăm mềm,"Mẫu áo khoác nhẹ nhàng thanh lịch rất phù hợp cho những ngày thời tiết chớm lạnh. Chất liệu len tăm cao cấp mềm mại co giãn tốt và đặc biệt không bị bai dão hay xù lông sau khi giặt. Màu sắc ngọt ngào trẻ trung dễ dàng phối hợp cùng áo thun chân váy hoặc quần jean tạo phong cách nữ tính.",True
"Mình muốn mua một chiếc máy ảnh kỹ thuật số mini loại cũ canon ixus để chụp ảnh đi chơi cho vui yêu cầu máy còn xài tốt và có thẻ nhớ nha",Máy ảnh Canon IXUS 185 cũ,"Dòng máy ảnh nhỏ gọn bỏ túi cực kỳ tiện lợi với khả năng chụp ảnh sắc nét và màu sắc tươi sáng đặc trưng của Canon. Máy hoạt động hoàn hảo mọi chức năng zoom quang học xa và quay video ổn định. Tình trạng máy còn khá mới đầy đủ pin sạc và thẻ nhớ tặng kèm bao đựng máy ảnh xinh xắn.",False
"Tìm mua kệ tivi bằng gỗ công nghiệp dài 1m6 thiết kế hiện đại có nhiều ngăn kéo màu vân gỗ phối trắng cho phòng khách chung cư nha",Kệ Tivi gỗ MDF hiện đại 1m6,"Sản phẩm nội thất phòng khách thiết kế tối giản nhưng đầy đủ công năng với bề mặt rộng rãi để tivi và các vật dụng trang trí. Hệ thống ngăn kéo mượt mà giúp bạn sắp xếp đồ dùng cá nhân gọn gàng. Chất liệu gỗ công nghiệp cao cấp chống ẩm mốc và bền màu theo thời gian mang lại vẻ đẹp sang trọng.",True
"Em đang cần mua một chiếc loa máy tính 2.1 có loa sub rời để nghe nhạc bass mạnh tầm giá dưới 500k ngoại hình đẹp chút nha shop",Loa máy tính Microlab M-108 2.1,"Hệ thống loa giải trí gia đình với âm thanh trung thực và dải âm trầm sâu lắng nhờ loa siêu trầm riêng biệt. Thiết kế nhỏ gọn sang trọng rất phù hợp để đặt trên bàn làm việc hoặc bàn máy tính. Loa hoạt động ổn định kết nối dễ dàng qua cổng 3.5mm giúp bạn tận hưởng không gian âm nhạc tuyệt vời.",True
"Mình muốn tìm mua mẫu váy body len tăm ôm sát tôn dáng màu đen để đi dự tiệc cưới yêu cầu chất vải dày dặn co giãn tốt không bị lộ nha",Váy body len tăm cổ vuông sang chảnh,"Mẫu váy thiết kế dành riêng cho các cô nàng yêu thích phong cách quyến rũ và thanh lịch. Chất liệu len tăm dày dặn ôm trọn đường cong cơ thể mà vẫn đảm bảo sự thoải mái nhờ độ co giãn cực tốt. Thiết kế cổ vuông hiện đại giúp khoe khéo xương quai xanh mang lại vẻ ngoài thu hút và đẳng cấp.",True
"Cần mua chiếc bàn phím cơ cũ switch blue gõ cho kêu to nghe cho sướng tai tầm 300k thôi yêu cầu còn nhận đủ phím và đèn led còn sáng nha",Bàn phím cơ Dareu DK87 cũ,"Bàn phím cơ thiết kế TKL nhỏ gọn với switch Blue mang lại cảm giác gõ đầm tay và âm thanh clicky vui tai rất phù hợp cho game thủ. Hệ thống đèn LED Rainbow nhiều chế độ bắt mắt giúp góc máy của bạn thêm lung linh. Tình trạng bàn phím còn tốt đã vệ sinh sạch sẽ chỉ việc cắm vào và sử dụng.",False
"Tìm mua bộ dụng cụ tập gym tại nhà bao gồm tạ tay 5kg và dây kháng lực yêu cầu chất liệu bền bỉ và không gây đau tay khi tập luyện nha",Combo tập Gym & Yoga tại nhà,"Bộ sản phẩm hỗ trợ đắc lực cho việc rèn luyện sức khỏe ngay tại không gian sống của bạn. Bao gồm đôi tạ tay bọc nhựa cao cấp chống trơn trượt và bộ dây kháng lực đa năng giúp tập luyện mọi nhóm cơ hiệu quả. Chất liệu an toàn bền bỉ phù hợp cho cả nam và nữ muốn duy trì vóc dáng cân đối.",True
"Mình muốn mua chiếc bình đun nước siêu tốc loại inox 2 lớp chống bỏng dung tích 1.8L yêu cầu đun nhanh và tự ngắt điện khi nước sôi nha",Ấm siêu tốc Sunhouse 2 lớp 1.8L,"Thiết bị gia dụng thiết yếu với thiết kế an toàn gồm lớp inox 304 bên trong và nhựa cách nhiệt bên ngoài giúp chống bỏng tối đa. Công suất lớn giúp nước sôi chỉ trong vài phút tiết kiệm thời gian chờ đợi. Rơ le cảm biến nhiệt tự động ngắt điện khi nước sôi hoặc khi cạn nước đảm bảo an toàn cháy nổ.",True
"Em đang tìm mua chiếc đồng hồ nữ dây kim loại mặt nhỏ đính đá phong cách tiểu thư tinh tế để đi làm công sở nhìn cho lịch sự nha",Đồng hồ nữ Julius chính hãng mặt nhỏ,"Sản phẩm thời trang cao cấp với thiết kế tinh xảo từng chi tiết mang lại vẻ đẹp dịu dàng và thanh lịch cho phái nữ. Mặt đồng hồ đính đá lấp lánh kết hợp dây kim loại bền màu theo thời gian. Khả năng chống nước cơ bản giúp bạn yên tâm khi rửa tay hoặc đi mưa nhẹ. Món quà ý nghĩa cho bản thân.",True
"Tìm mua bộ trò chơi rút gỗ loại lớn 54 thanh để cả nhóm chơi mỗi khi đi camping yêu cầu gỗ mịn không có dằm và kèm xúc xắc nha",Bộ rút gỗ 54 thanh loại lớn,"Trò chơi trí tuệ và khéo léo mang lại những giờ phút thư giãn vui vẻ bên bạn bè và người thân. Các thanh gỗ được gia công nhẵn mịn góc cạnh bo tròn an toàn cho người sử dụng. Kích thước lớn giúp việc chơi trở nên kịch tính và thú vị hơn rất phù hợp cho các buổi dã ngoại hay tiệc gia đình.",True
"Mình muốn mua chiếc máy sấy tóc công suất lớn 2200W có chế độ sấy mát để không làm hư tổn tóc yêu cầu hàng bền và có đầu thổi hẹp nha",Máy sấy tóc Panasonic 2200W chuyên dụng,"Thiết bị chăm sóc tóc mạnh mẽ giúp sấy khô tóc nhanh chóng tiết kiệm thời gian mỗi sáng. Có nhiều chế độ nhiệt linh hoạt bao gồm cả chế độ sấy lạnh bảo vệ tóc khỏi tình trạng khô xơ. Thiết kế tay cầm chắc chắn đầu thổi hẹp giúp tạo kiểu tóc chuyên nghiệp như ở salon ngay tại nhà của bạn.",True
"Cần mua đặc sản cơm cháy siêu chà bông Sài Gòn loại giòn rụm nhiều ruốc đậm đà gia vị để làm quà biếu yêu cầu đóng gói túi zip sạch sẽ",Cơm cháy chà bông Sài Gòn túi 500g,"Món ăn vặt thơm ngon khó cưỡng với cơm cháy được chiên giòn tan phủ một lớp chà bông dày dặn đậm đà. Gia vị mặn ngọt cay vừa phải tạo nên hương vị đặc trưng truyền thống. Sản phẩm được làm mới mỗi ngày đóng gói túi zip tiện lợi bảo quản và mang đi xa. Lựa chọn tuyệt vời cho các buổi tụ tập.",True
"Tìm mua bộ dụng cụ tỉa lông mũi bằng pin nhỏ gọn an toàn không gây đau rát yêu cầu lưỡi dao inox sắc bén và dễ dàng vệ sinh sau khi dùng",Máy tỉa lông mũi Xiaomi Soocas,"Thiết bị vệ sinh cá nhân thông minh với thiết kế nhỏ gọn như một chiếc bút giúp bạn dễ dàng chăm sóc ngoại hình chỉn chu mỗi ngày. Lưỡi dao thiết kế tròn bảo vệ niêm mạc mũi an toàn tuyệt đối và cắt tỉa sạch sẽ mà không gây kéo tóc. Hoạt động êm ái bằng pin AAA vô cùng tiện lợi khi mang theo.",True
"Mình muốn mua chiếc máy ép trái cây chậm loại nào ép kiệt bã và giữ nguyên dưỡng chất yêu cầu máy chạy êm và dễ dàng tháo lắp để rửa nha",Máy ép chậm Savtm chính hãng,"Thiết bị gia dụng hiện đại sử dụng công nghệ ép trục vít giúp chiết xuất trọn vẹn nước ép từ rau củ quả mà không làm biến đổi hương vị. Nước ép không bị tách nước hay sủi bọt giữ được màu sắc tự nhiên và vitamin thiết yếu. Máy vận hành cực kỳ yên tĩnh tháo lắp đơn giản giúp việc vệ sinh trở nên nhẹ nhàng.",True
"Em đang cần mua chiếc túi chống sốc cho laptop 15.6 inch loại dày dặn có ngăn đựng sạc chuột riêng màu xám nhìn cho sạch sẽ và chuyên nghiệp",Túi chống sốc laptop 15.6 inch Kinmac,"Sản phẩm bảo vệ laptop tối ưu với lớp đệm nhung mềm mại bên trong và vải chống thấm nước bền bỉ bên ngoài. Thiết kế 3 lớp chống va đập cực tốt giúp bạn yên tâm khi mang máy di chuyển thường xuyên. Có thêm ngăn phụ rộng rãi để đựng phụ kiện như sạc chuột tai nghe vô cùng tiện lợi và ngăn nắp.",True
"Tìm mua mẫu áo thun polo nam vải cá sấu co giãn tốt thấm hút mồ hôi màu xanh đen form đứng nhìn cho trẻ trung để mình đi chơi cuối tuần",Áo Polo nam vải thun cá sấu cao cấp,"Mẫu áo thời trang cơ bản mà mọi nam giới đều nên có với chất liệu vải cotton co giãn 4 chiều cực kỳ thoải mái và thoáng mát. Thiết kế cổ bẻ thanh lịch form đứng tôn dáng mang lại vẻ ngoài năng động và khỏe khoắn. Màu xanh đen sang trọng dễ dàng kết hợp cùng quần short kaki hoặc quần dài jean.",True
"Mình muốn mua chiếc máy lọc không khí nhỏ gọn dùng cho phòng ngủ khoảng 15m2 yêu cầu lọc được bụi mịn PM2.5 và hoạt động thật êm vào ban đêm",Máy lọc không khí Xiaomi Mi Air Purifier 4 Lite,"Giải pháp mang lại không gian sống trong lành và an toàn cho gia đình bạn với hệ thống lọc HEPA tiên tiến loại bỏ 99% vi khuẩn và bụi bẩn. Cảm biến nhạy bén hiển thị chất lượng không khí theo thời gian thực giúp bạn dễ dàng theo dõi. Chế độ ngủ vận hành siêu yên tĩnh bảo vệ giấc ngủ ngon cho cả nhà.",True
"Cần mua đặc sản trà Thái Nguyên loại nõn tôm thơm hương cốm tự nhiên nước xanh vàng ngọt hậu để tặng đối tác yêu cầu đóng gói hộp quà xịn",Trà Nõn Tôm Thái Nguyên loại đặc biệt,"Sản phẩm trà xanh cao cấp được hái từ những búp trà non nhất vào buổi sáng sớm tinh sương. Quy trình chế biến thủ công truyền thống giúp giữ trọn hương thơm nồng nàn và vị trà đậm đà quyến luyến. Đóng gói hút chân không trong hộp quà sang trọng lịch sự rất phù hợp để làm quà biếu tặng đẳng cấp.",True
"Tìm mua mẫu váy len body cổ lọ màu đỏ đô cho mùa đông năm nay yêu cầu len mềm không ngứa và ôm sát đường cong nhìn cho sang chảnh nha",Váy len body cổ lọ quyến rũ,"Mẫu váy thiết kế tôn vinh vẻ đẹp hình thể của phái nữ với chất liệu len dệt kim cao cấp mềm mịn và ấm áp. Màu đỏ đô nổi bật mang lại sự sang trọng và cuốn hút cho người mặc trong các buổi tiệc cuối năm hay dạo phố mùa đông. Thiết kế cổ lọ giúp giữ ấm tối ưu mà vẫn giữ được sự thanh lịch thời thượng.",True
"Em đang muốn tìm mua bộ sáp màu dầu chuyên nghiệp 48 màu loại nào màu mịn dễ loang và bền màu để tập vẽ phong cảnh thiên nhiên nha shop",Sáp màu dầu Pentel 48 màu chuyên nghiệp,"Bộ sáp màu nổi tiếng với chất lượng vượt trội giúp các nghệ sĩ thỏa sức sáng tạo các tác phẩm nghệ thuật sống động. Màu sáp mềm mịn dễ dàng pha trộn và tạo hiệu ứng loang màu như tranh sơn dầu chuyên nghiệp. Bảng màu phong phú rực rỡ và độ bám giấy cực tốt đảm bảo tác phẩm bền đẹp theo thời gian.",True
"Tìm mua mẫu đèn led gắn gương trang điểm loại dán tường ánh sáng trắng tự nhiên nhìn rõ mặt yêu cầu lắp ráp dễ dàng không cần khoan tường",Bộ đèn LED dán gương trang điểm,"Giải pháp chiếu sáng hoàn hảo cho bàn phấn giúp các bạn nữ trang điểm chuẩn xác và rạng rỡ hơn mỗi ngày. Dây đèn sử dụng băng dính 3M chắc chắn chỉ cần dán lên gương và cắm nguồn USB là dùng được ngay. Ánh sáng dịu nhẹ không gây chói mắt và có thể điều chỉnh độ sáng linh hoạt theo nhu cầu.",True
"Mình muốn mua chiếc thảm tập yoga định tuyến loại dày 8mm chống trơn trượt tốt để tập tại nhà yêu cầu chất liệu TPE an toàn cho da nha",Thảm tập Yoga TPE định tuyến 8mm,"Sản phẩm hỗ trợ tập luyện chuyên nghiệp với hệ thống đường định tuyến giúp bạn thực hiện các tư thế yoga chuẩn xác hơn. Chất liệu cao su TPE cao cấp mềm mại độ đàn hồi cao và khả năng bám sàn cực tốt chống trượt tuyệt đối dù ra mồ hôi. Thảm không mùi dễ dàng vệ sinh và bền bỉ theo thời gian.",True
"Cần mua chiếc máy hút ẩm mini dùng cho phòng chứa đồ điện tử yêu cầu hút nhanh có ngăn chứa nước lớn và tự ngắt khi đầy nước nha shop",Máy hút ẩm mini công nghệ bán dẫn,"Thiết bị bảo vệ đồ dùng gia đình khỏi tình trạng ẩm mốc và hư hỏng trong những ngày nồm ẩm khó chịu. Máy hoạt động theo cơ chế ngưng tụ hơi nước hiệu quả giúp duy trì độ ẩm lý tưởng trong phòng. Vận hành cực kỳ yên tĩnh tiêu thụ điện năng thấp và tự động ngừng chạy khi khay chứa nước đã đầy.",True
"Tìm mua mẫu balo đi học nam size lớn đựng được cả sách vở và laptop 15.6 inch màu đen trơn đơn giản vải bền chống thấm nước tốt nha",Balo thời trang nam đựng Laptop 15.6,"Người bạn đồng hành lý tưởng cho sinh viên và dân văn phòng với không gian chứa đồ rộng rãi và ngăn chống sốc chuyên dụng cho laptop. Chất liệu vải oxford cao cấp bền bỉ chống sờn rách và chống thấm nước hiệu quả giúp bảo vệ đồ dùng bên trong an toàn. Thiết kế trẻ trung năng động dễ dàng phối đồ.",True
"Mình muốn mua chiếc bình giữ nhiệt inox mini 300ml để đựng cafe mang đi làm yêu cầu thiết kế sang trọng giữ nhiệt tốt trên 6 tiếng nha",Bình giữ nhiệt Lock&Lock Mini 300ml,"Bình giữ nhiệt nhỏ gọn với thiết kế tinh tế và hiện đại rất phù hợp để bỏ túi xách hoặc mang theo khi di chuyển. Chất liệu inox 304 cao cấp an toàn thực phẩm giúp giữ trọn hương vị thơm ngon của thức uống trong nhiều giờ liên tục. Nắp bình đậy kín tuyệt đối không lo rò rỉ nước ra ngoài.",True
"Em đang tìm mua mẫu kẹp tóc càng cua đính đá handmade xinh xắn làm quà tặng bạn thân yêu cầu kẹp chắc chắn không làm đau tóc nha shop",Kẹp tóc càng cua đính đá thủ công,"Phụ kiện tóc thời trang mang lại vẻ đẹp dịu dàng và thanh lịch cho phái nữ trong mọi hoàn cảnh. Sản phẩm được đính kết thủ công các hạt đá lấp lánh và ngọc trai nhân tạo sang trọng. Lò xo kẹp cực kỳ chắc chắn giữ tóc gọn gàng suốt cả ngày mà không gây cảm giác nặng đầu hay kéo tóc.",True
"Tìm mua máy xông mặt nano ion loại cầm tay nhỏ gọn để mình mang đi du lịch chăm sóc da yêu cầu hơi nước mịn và dùng pin sạc cho tiện nha",Máy xông mặt mini cầm tay Nano Mist,"Thiết bị làm đẹp bỏ túi giúp cấp ẩm tức thì cho làn da mọi lúc mọi nơi đặc biệt là trong môi trường điều hòa hay thời tiết khô hanh. Công nghệ phun sương siêu mịn giúp nước thẩm thấu sâu vào da mang lại cảm giác tươi mát và rạng rỡ. Sử dụng pin sạc USB vô cùng tiện lợi và dễ dàng mang đi xa.",True
"Mình muốn mua chiếc đồng hồ nam dây da mặt xanh navy thiết kế 6 kim thể thao nhìn cho mạnh mẽ để đeo đi chơi cùng bạn bè cuối tuần nha",Đồng hồ nam Casio Edifice mặt xanh Navy,"Sản phẩm đồng hồ thời trang cao cấp từ thương hiệu Nhật Bản nổi tiếng với vẻ ngoài nam tính và đẳng cấp. Thiết kế đa chức năng với hệ thống 6 kim hiển thị giờ thể thao độ chính xác cao. Mặt kính khoáng cường lực chống va đập tốt kết hợp dây da bò chính hãng mang lại sự tự tin cho phái mạnh.",True
"Tìm mua mẫu bàn làm việc xếp gọn bằng gỗ thông tự nhiên cho phòng trọ nhỏ yêu cầu lắp ráp dễ dàng và khung sắt chắc chắn không rung lắc nha",Bàn xếp gọn khung sắt gỗ thông,"Giải pháp tối ưu không gian cho các bạn sinh viên hoặc người ở trọ với thiết kế có thể gấp gọn lại khi không sử dụng. Mặt bàn bằng gỗ thông tự nhiên dày dặn vân gỗ đẹp được phủ sơn bảo vệ chống thấm. Khung sắt sơn tĩnh điện chắc chắn đảm bảo ổn định khi làm việc hoặc học tập thời gian dài.",True
"Cần mua đặc sản thịt trâu gác bếp Sơn La loại chuẩn vị Tây Bắc thịt dai thơm mùi hạt mắc khén để làm mồi nhậu đãi bạn bè yêu cầu hàng mới",Thịt trâu gác bếp Sơn La loại 1,"Món đặc sản trứ danh vùng cao được chế biến từ những miếng thịt trâu tươi ngon nhất tẩm ướp gia vị đặc trưng và hun khói truyền thống. Thịt có màu nâu sẫm bên ngoài hồng hào bên trong vị ngọt đậm đà hòa quyện cùng mùi thơm nồng nàn của hạt dổi và mắc khén. Mồi nhậu tuyệt vời cho những buổi tụ tập.",True
"Tìm mua chiếc máy hút bụi cầm tay 2 trong 1 vừa dùng được trong nhà vừa dùng được cho xe hơi yêu cầu lực hút mạnh và có dây dài nha shop",Máy hút bụi cầm tay Deerma DX700,"Thiết bị vệ sinh đa năng với thiết kế linh hoạt có thể tháo rời để làm sạch mọi vị trí từ sàn nhà đến các góc khuất trong ô tô. Công nghệ lốc xoáy cho lực hút cực mạnh loại bỏ hoàn toàn bụi bẩn lông thú và các mảnh vụn nhỏ. Bộ lọc HEPA giúp giữ lại các hạt bụi siêu mịn trả lại không khí trong lành.",True
"Mình muốn tìm mua mẫu túi xách nữ mini đeo chéo chất liệu da bóng màu đen sang trọng để đi tiệc đêm yêu cầu form cứng cáp và có dây xích nha",Túi đeo chéo nữ mini da bóng Lux,"Sản phẩm phụ kiện thời trang đẳng cấp dành cho phái đẹp với thiết kế nhỏ nhắn xinh xắn và vô cùng nổi bật dưới ánh đèn tiệc. Chất liệu da bóng cao cấp dễ dàng lau chùi và giữ form cực tốt. Dây đeo dạng xích mạ vàng sang trọng mang lại vẻ ngoài kiêu sa và thu hút cho quý cô hiện đại trong mọi bữa tiệc.",True
"Em đang nuôi một bé chó Husky nên muốn tìm mua loại sữa tắm nào giúp mượt lông khử mùi hôi hiệu quả và an toàn cho da nhạy cảm của bé nha",Sữa tắm chó mèo SOS màu xanh dương,"Sản phẩm chăm sóc thú cưng hàng đầu giúp bộ lông của đại gia đình bốn chân luôn sạch sẽ thơm tho và mềm mượt tự nhiên. Công thức dịu nhẹ loại bỏ hoàn toàn mùi hôi đặc trưng của chó mèo mà không gây kích ứng da hay làm cay mắt bé. Giúp thú cưng luôn cảm thấy thoải mái và tự tin sau mỗi lần tắm.",True
"Tìm mua bộ sáp màu 24 màu cho bé mẫu giáo tập tô yêu cầu sáp mềm dễ cầm nắm màu sắc tươi sáng và tuyệt đối an toàn không chứa chất độc hại nha",Sáp màu học sinh Deli 24 màu,"Lựa chọn hoàn hảo cho các bé bắt đầu làm quen với hội họa với thiết kế thân sáp to dễ cầm giúp bé thỏa sức tô vẽ theo ý thích. Màu sắc rực rỡ mịn màng và độ bám giấy cao giúp tác phẩm của bé thêm sống động. Sản phẩm đạt chứng nhận an toàn quốc tế không gây hại khi bé vô tình tiếp xúc với da.",True
"Mình muốn mua đặc sản hạt sen khô Tịnh Tâm Huế loại đều hạt thơm bùi để nấu chè hạt sen long nhãn đãi cả nhà yêu cầu hàng mới sấy khô sạch",Hạt sen khô Tịnh Tâm Huế loại 1,"Sản phẩm nông sản quý giá từ vùng đất cố đô nổi tiếng với hương vị thơm ngon bùi béo và giá trị dinh dưỡng cao tốt cho sức khỏe. Hạt sen được tuyển chọn kỹ lưỡng loại bỏ tâm sen và sấy khô theo quy trình sạch sẽ đảm bảo giữ nguyên dưỡng chất. Thích hợp dùng làm món chè giải nhiệt bổ dưỡng hàng ngày.",True
"Tìm mua mẫu đèn led trang trí bàn làm việc dây thả hình bóng tròn nhìn cho cổ điển yêu cầu có ánh sáng vàng dịu không làm mỏi mắt nha shop",Dây đèn LED bóng tròn Vintage trang trí,"Sản phẩm mang lại phong cách hoài cổ và ấm cúng cho góc làm việc hoặc không gian sống của bạn với các bóng led thiết kế tinh tế. Ánh sáng vàng nắng dịu nhẹ giúp thư giãn tâm hồn và tạo cảm hứng sáng tạo tuyệt vời. Dễ dàng treo móc ở bất cứ đâu và sử dụng nguồn điện an toàn tiêu thụ điện cực thấp.",True
"Em muốn mua chiếc kẹp tóc đính đá handmade phong cách Hàn Quốc xinh xắn làm quà tặng sinh nhật em gái yêu cầu kẹp chắc chắn nhìn tiểu thư nha",Kẹp tóc đính đá thủ công Hàn Quốc,"Phụ kiện tóc xinh xắn mang đậm hơi hướng trẻ trung và hiện đại giúp tôn lên vẻ đẹp dịu dàng cho các bạn gái trẻ. Sản phẩm được đính kết thủ công các hạt đá lấp lánh tạo hiệu ứng bắt mắt mỗi khi di chuyển. Lò xo kẹp bền bỉ chắc chắn đảm bảo giữ tóc gọn gàng suốt cả ngày mà vẫn rất thoải mái.",True
"Tìm mua chiếc máy xông tinh dầu mini dùng cho xe hơi để khử mùi thuốc lá và làm thơm không gian xe yêu cầu nhỏ gọn và dùng nguồn usb nha",Máy khuếch tán tinh dầu xe hơi mini,"Thiết bị giải pháp khử mùi hiệu quả mang lại không khí trong lành và hương thơm dễ chịu cho khoang lái ô tô. Công nghệ phun sương siêu mịn giúp tinh dầu lan tỏa đều khắp xe giúp người lái luôn tỉnh táo và thư giãn trên mọi cung đường. Thiết kế hiện đại sang trọng và vô cùng dễ dàng sử dụng.",True
"Mình muốn mua mẫu đồng hồ nam dây kim loại mặt đen thiết kế 3 kim đơn giản lịch lãm để mình đeo đi họp cùng đối tác nhìn cho chuyên nghiệp nha",Đồng hồ nam Citizen chính hãng mặt đen,"Sản phẩm đồng hồ thời trang dành cho phái mạnh với phong cách tối giản sang trọng mang lại vẻ ngoài chững chạc và đẳng cấp. Mặt đồng hồ bằng kính sapphire chống trầy xước hoàn hảo kết hợp dây kim loại không gỉ bền màu. Bộ máy quartz Nhật Bản chính xác tuyệt đối đảm bảo bạn luôn đúng giờ trong mọi cuộc họp.",True
